gene_id,gene_name,gene_type,mean_abs_shap
ENSG00000221990.4,EXOC3-AS1,antisense,0.01893113
ENSG00000203288.3,RP11-98D18.9,antisense,0.018911473
ENSG00000246273.6,SBF2-AS1,antisense,0.01889907
ENSG00000227627.1,RP1-101K10.6,antisense,0.018765686
ENSG00000266904.5,CTC-559E9.1,lincRNA,0.018760972
ENSG00000255090.5,MIR100HG,lincRNA,0.01870355
ENSG00000259495.2,RP11-210M15.2,lincRNA,0.01870343
ENSG00000256967.1,RP11-273B20.1,antisense,0.018591
ENSG00000272482.1,RP11-474O21.5,lincRNA,0.01855409
ENSG00000271830.1,RP11-1C8.7,lincRNA,0.018543698
ENSG00000226864.1,ATE1-AS1,antisense,0.01845963
ENSG00000233818.1,AP000695.4,antisense,0.018415133
ENSG00000250616.2,RP11-455F5.3,antisense,0.018389326
ENSG00000260552.1,RP11-49I11.1,antisense,0.01838396
ENSG00000270076.1,AF131215.8,lincRNA,0.018381162
ENSG00000245532.5,NEAT1,lincRNA,0.018376688
ENSG00000246451.2,RP11-894P9.1,antisense,0.018184097
ENSG00000253716.5,LINC01604,antisense,0.018182551
ENSG00000224046.1,AC005076.5,antisense,0.018171288
ENSG00000259877.2,RP11-46C24.7,antisense,0.018164823
ENSG00000262967.1,RP11-294J22.6,antisense,0.018162047
ENSG00000225963.7,AC009950.2,antisense,0.018151583
ENSG00000232993.1,RP11-334A14.5,antisense,0.018119227
ENSG00000245017.2,RP11-181C3.1,lincRNA,0.018075582
ENSG00000272293.1,RP11-91J19.3,antisense,0.018064147
ENSG00000245648.1,RP11-277P12.20,antisense,0.018057337
ENSG00000273033.2,RP11-67L2.2,lincRNA,0.018039923
ENSG00000276900.1,RP11-467L13.7,antisense,0.01803162
ENSG00000259129.5,LINC00648,lincRNA,0.017966777
ENSG00000261385.1,RP11-388M20.2,antisense,0.017876541
ENSG00000226853.2,AC010894.3,lincRNA,0.017855791
ENSG00000245149.3,RNF139-AS1,lincRNA,0.017840067
ENSG00000227591.5,RP1-28O10.1,antisense,0.017650083
ENSG00000278600.1,RP11-81A1.6,sense_intronic,0.017604794
ENSG00000232442.1,CTD-3184A7.4,antisense,0.017587127
ENSG00000266680.1,RP5-1148A21.3,antisense,0.017555064
ENSG00000235652.7,RP11-545I5.3,antisense,0.017550763
ENSG00000249550.6,LINC01234,lincRNA,0.017492125
ENSG00000275764.1,RP11-582E3.6,lincRNA,0.017481817
ENSG00000267654.1,RP11-973H7.4,lincRNA,0.017446468
ENSG00000271992.1,RP11-42O15.3,lincRNA,0.017418087
ENSG00000185186.8,LINC00313,lincRNA,0.017389404
ENSG00000215424.9,MCM3AP-AS1,antisense,0.017362466
ENSG00000228412.6,RP4-625H18.2,lincRNA,0.017241621
ENSG00000250132.6,RP11-359B12.2,antisense,0.017139018
ENSG00000172965.14,MIR4435-2HG,lincRNA,0.017132232
ENSG00000238121.5,LINC00426,lincRNA,0.017114373
ENSG00000272275.1,RP11-791G15.2,lincRNA,0.01709166
ENSG00000282033.1,RP11-506F3.1,lincRNA,0.017083207
ENSG00000234160.1,RP11-613M10.6,antisense,0.017038647
ENSG00000254614.2,AP003068.23,antisense,0.01702967
ENSG00000269900.3,RMRP,lincRNA,0.017028002
ENSG00000255135.3,RP11-111M22.3,lincRNA,0.017026361
ENSG00000248596.6,RP11-844P9.2,lincRNA,0.01692573
ENSG00000280081.3,MGC39584,lincRNA,0.016887752
ENSG00000268555.1,RP11-678G14.3,lincRNA,0.016870404
ENSG00000254427.1,RP11-430H10.1,lincRNA,0.016862888
ENSG00000234478.1,RP11-275I14.4,antisense,0.016849402
ENSG00000239213.5,NCK1-AS1,antisense,0.016826253
ENSG00000259884.1,RP11-1100L3.8,lincRNA,0.016795138
ENSG00000275097.1,RP11-627K11.6,3prime_overlapping_ncrna,0.016741332
ENSG00000247228.2,RP11-296I10.3,antisense,0.01666712
ENSG00000269352.1,PTOV1-AS2,antisense,0.016610127
ENSG00000266918.1,RP11-798G7.8,lincRNA,0.016602859
ENSG00000232445.1,RP11-132A1.4,antisense,0.016586743
ENSG00000216895.8,AC009403.2,antisense,0.016576838
ENSG00000261431.1,RP4-616B8.4,antisense,0.016557729
ENSG00000270210.1,RP11-373D23.3,lincRNA,0.016503952
ENSG00000234722.3,LINC01287,lincRNA,0.016483497
ENSG00000236081.1,ELFN1-AS1,lincRNA,0.016482256
ENSG00000230530.1,LIMD1-AS1,antisense,0.016479263
ENSG00000267565.1,CTC-559E9.8,antisense,0.01637879
ENSG00000267053.6,CTD-3162L10.1,lincRNA,0.01630663
ENSG00000271584.1,RP11-89C3.4,lincRNA,0.016306112
ENSG00000236756.4,DNAJC9-AS1,antisense,0.016304122
ENSG00000228789.6,HCG22,lincRNA,0.016217876
ENSG00000179523.4,EIF3J-AS1,lincRNA,0.016213091
ENSG00000270010.1,CTD-2132N18.4,sense_intronic,0.016174022
ENSG00000270816.5,LINC00221,lincRNA,0.016150784
ENSG00000228801.5,RP11-110G21.1,antisense,0.01613435
ENSG00000268525.1,CTB-59C6.3,antisense,0.016087614
ENSG00000272783.1,RP13-1016M1.2,lincRNA,0.016082147
ENSG00000261188.1,CTA-445C9.14,antisense,0.016049473
ENSG00000258727.1,RP11-66N24.3,antisense,0.016021697
ENSG00000272010.1,CTD-3025N20.3,lincRNA,0.015973013
ENSG00000240137.5,ERICH6-AS1,antisense,0.015972523
ENSG00000259661.1,AC068831.15,antisense,0.015861407
ENSG00000249790.2,RP11-20D14.6,lincRNA,0.015853269
ENSG00000280018.3,CH507-154B10.2,lincRNA,0.015796065
ENSG00000278383.1,RP4-694B14.8,antisense,0.015764108
ENSG00000197291.8,RAMP2-AS1,lincRNA,0.015760312
ENSG00000273142.1,RP11-458F8.4,lincRNA,0.015752696
ENSG00000249087.6,ZNF436-AS1,antisense,0.01575077
ENSG00000267470.5,ZNF571-AS1,antisense,0.01561769
ENSG00000246223.8,LINC01550,lincRNA,0.015559927
ENSG00000264019.1,RP11-6N17.6,antisense,0.015486736
ENSG00000249346.6,LINC01016,lincRNA,0.015479172
ENSG00000232093.1,RP11-307C12.11,antisense,0.015428662
ENSG00000230415.1,RP5-902P8.10,lincRNA,0.01542436
ENSG00000266469.1,CTB-131K11.1,antisense,0.015401249
ENSG00000274877.1,RP11-65I12.1,antisense,0.015394535
ENSG00000254338.1,MAFA-AS1,antisense,0.015372198
ENSG00000260896.5,PRCAT47,lincRNA,0.015366573
ENSG00000255389.1,C6orf3,antisense,0.015362743
ENSG00000267080.5,ASB16-AS1,antisense,0.015230292
ENSG00000272143.1,FGF14-AS2,lincRNA,0.015223767
ENSG00000260121.1,RP5-1142A6.9,antisense,0.015187024
ENSG00000267696.6,CTB-151G24.1,lincRNA,0.015132844
ENSG00000270195.1,RP11-572O17.1,lincRNA,0.014970891
ENSG00000230074.1,RP11-195F19.9,antisense,0.014906797
ENSG00000273391.1,RP11-634H22.1,antisense,0.014814751
ENSG00000238045.9,PAGR1,antisense,0.014701018
ENSG00000273650.1,CTD-3193K9.11,lincRNA,0.0146241635
ENSG00000253352.8,TUG1,antisense,0.014619354
ENSG00000261840.2,RP11-146F11.1,antisense,0.014531488
ENSG00000263470.1,RP11-160O5.1,lincRNA,0.014516765
ENSG00000261135.1,RP4-798A10.7,lincRNA,0.014504911
ENSG00000260032.1,LINC00657,lincRNA,0.014449359
ENSG00000259760.1,RP11-20G13.2,antisense,0.014423777
ENSG00000258301.3,RP11-488C13.5,lincRNA,0.014379004
ENSG00000245060.6,LINC00847,lincRNA,0.014372016
ENSG00000224597.9,SVIL-AS1,antisense,0.014356366
ENSG00000274265.4,CH17-189H20.1,lincRNA,0.0143349245
ENSG00000255495.1,AC145124.2,antisense,0.014311449
ENSG00000213904.8,LIPE-AS1,antisense,0.014206062
ENSG00000232098.3,CTD-2619J13.14,lincRNA,0.014203944
ENSG00000270091.1,RP11-78O7.2,lincRNA,0.014170312
ENSG00000266968.2,RP11-116O18.1,sense_intronic,0.014149568
ENSG00000223768.1,LINC00205,lincRNA,0.0141359195
ENSG00000272851.1,RP11-801F7.1,antisense,0.01413079
ENSG00000270673.1,YTHDF3-AS1,lincRNA,0.014122542
ENSG00000262160.1,RP11-96D1.11,antisense,0.013749096
ENSG00000225791.6,TRAM2-AS1,lincRNA,0.013738335
ENSG00000267123.5,CTD-2357A8.3,lincRNA,0.013730548
ENSG00000251867.3,RP11-48B3.5,antisense,0.013717401
ENSG00000223784.1,RP11-554I8.2,lincRNA,0.013685793
ENSG00000262227.1,RP5-1050D4.5,antisense,0.013634726
ENSG00000270067.1,CTC-487M23.5,antisense,0.013626099
ENSG00000276846.1,CTD-3220F14.3,antisense,0.013607946
ENSG00000255082.1,GRM5-AS1,antisense,0.013598002
ENSG00000276101.1,RP11-455O6.8,antisense,0.013567624
ENSG00000267002.1,RP11-242D8.1,lincRNA,0.013543017
ENSG00000249456.1,RP11-298J20.4,sense_overlapping,0.013506868
ENSG00000273230.1,RP11-1246C19.1,lincRNA,0.013478462
ENSG00000259279.1,CTD-2033D15.1,antisense,0.013467424
ENSG00000277744.1,CTC-435M10.12,sense_intronic,0.013460486
ENSG00000249249.1,AC010226.4,antisense,0.01339761
ENSG00000203886.4,CYP17A1-AS1,antisense,0.013347725
ENSG00000280164.1,CH507-254M2.3,lincRNA,0.013340124
ENSG00000203993.4,ARRDC1-AS1,antisense,0.013311246
ENSG00000269983.1,RP11-497H16.9,lincRNA,0.013183678
ENSG00000273568.1,RP11-417L19.6,sense_intronic,0.01315393
ENSG00000259352.1,RP11-109D20.2,antisense,0.013131611
ENSG00000273156.1,RP11-127B20.2,lincRNA,0.013104035
ENSG00000251364.6,CTD-2516F10.2,antisense,0.01306524
ENSG00000266903.1,CTB-171A8.1,antisense,0.013062246
ENSG00000237976.1,RP11-126K1.6,antisense,0.012919507
ENSG00000224660.1,SH3BP5-AS1,antisense,0.01291602
ENSG00000222020.2,AC062017.1,antisense,0.012829551
ENSG00000278126.1,RP11-454E5.4,sense_intronic,0.012773807
ENSG00000269044.2,CTC-429P9.3,sense_intronic,0.0127730165
ENSG00000270175.1,RP11-793H13.11,antisense,0.012749997
ENSG00000281649.1,EBLN3,lincRNA,0.012728163
ENSG00000275645.1,RP11-817O13.9,antisense,0.012587035
ENSG00000231908.1,IDH1-AS1,antisense,0.012572805
ENSG00000273108.1,RP11-416N2.4,antisense,0.012527426
ENSG00000272288.5,RP11-140K17.3,antisense,0.012513793
ENSG00000234183.1,AC004854.4,antisense,0.0124812685
ENSG00000256073.3,URB1-AS1,lincRNA,0.012454986
ENSG00000267868.1,RP11-120K24.3,lincRNA,0.012392572
ENSG00000224186.8,C5orf66,antisense,0.012360035
ENSG00000273192.1,CITF22-1A6.3,lincRNA,0.012307805
ENSG00000278910.3,BANCR,lincRNA,0.012300614
ENSG00000227028.6,SLC8A1-AS1,antisense,0.012280329
ENSG00000260563.3,RP13-516M14.1,lincRNA,0.0122460015
ENSG00000271754.1,RP3-337H4.9,antisense,0.012239734
ENSG00000236901.4,MIR600HG,sense_intronic,0.012234274
ENSG00000242282.6,AC108488.4,lincRNA,0.012227738
ENSG00000280441.2,CH507-528H12.1,lincRNA,0.012171202
ENSG00000268129.1,RP11-91G21.1,lincRNA,0.012090424
ENSG00000228109.1,MFI2-AS1,antisense,0.01205182
ENSG00000250903.8,GMDS-AS1,lincRNA,0.011918006
ENSG00000268087.1,CTC-429P9.2,lincRNA,0.011850159
ENSG00000257621.7,PSMA3-AS1,antisense,0.0118421335
ENSG00000275560.1,RP11-180M15.7,sense_intronic,0.011838631
ENSG00000213742.6,ZNF337-AS1,antisense,0.011794363
ENSG00000264112.1,RP11-159D12.2,lincRNA,0.011744237
ENSG00000235423.8,RP11-282O18.3,antisense,0.011689839
ENSG00000253898.1,LINC01419,lincRNA,0.011670417
ENSG00000278709.1,NKILA,antisense,0.011647572
ENSG00000255857.5,PXN-AS1,antisense,0.011633425
ENSG00000272660.1,RP11-145M9.6,antisense,0.01158274
ENSG00000258675.1,RP11-299L17.3,lincRNA,0.011580567
ENSG00000224307.1,RP11-344B5.2,lincRNA,0.011538429
ENSG00000260051.1,LA16c-390E6.4,antisense,0.011437773
ENSG00000272240.1,RP5-855D21.1,antisense,0.011320133
ENSG00000275601.1,AC011330.13,sense_intronic,0.011310969
ENSG00000244513.6,CTD-2013N24.2,antisense,0.011284035
ENSG00000259704.1,CTD-3094K11.1,sense_overlapping,0.01127514
ENSG00000257342.1,RP11-571M6.7,antisense,0.011256216
ENSG00000197989.13,SNHG12,antisense,0.011222636
ENSG00000226471.6,CTA-292E10.6,antisense,0.011104764
ENSG00000236882.7,LINC01554,lincRNA,0.011098629
ENSG00000272558.1,U91328.21,antisense,0.01108939
ENSG00000267100.1,ILF3-AS1,lincRNA,0.011075346
ENSG00000260095.1,RP11-715J22.3,antisense,0.011068698
ENSG00000253200.1,RP11-582J16.5,antisense,0.011052814
ENSG00000247572.7,CKMT2-AS1,antisense,0.01098522
ENSG00000274827.4,LINC01297,lincRNA,0.010896203
ENSG00000228486.9,LINC01125,antisense,0.010874339
ENSG00000267475.1,CTD-2538C1.2,lincRNA,0.010853299
ENSG00000264207.1,RP11-196G18.23,antisense,0.010802623
ENSG00000253154.1,CTA-392E5.1,lincRNA,0.01078169
ENSG00000238117.1,AP004372.1,antisense,0.010769768
ENSG00000215256.3,DHRS4-AS1,antisense,0.010696773
ENSG00000273253.2,RP3-402G11.26,antisense,0.010662746
ENSG00000278484.1,RP11-95I16.6,lincRNA,0.010640751
ENSG00000264247.1,LINC00909,lincRNA,0.010601832
ENSG00000258297.1,RP11-658F2.8,antisense,0.010519728
ENSG00000274653.1,RP11-347C12.11,antisense,0.010519657
ENSG00000232995.7,RGS5,antisense,0.010452999
ENSG00000237513.1,RP11-325F22.2,lincRNA,0.010437597
ENSG00000237491.8,RP11-206L10.9,lincRNA,0.010397892
ENSG00000239775.1,AC017116.11,sense_overlapping,0.010360173
ENSG00000204528.3,PSORS1C3,sense_intronic,0.01030982
ENSG00000273055.1,CTB-13F3.1,antisense,0.010232033
ENSG00000272619.1,RP11-563K23.1,lincRNA,0.010172928
ENSG00000246334.2,PRR7-AS1,antisense,0.010138317
ENSG00000261643.1,RP11-529E10.6,sense_overlapping,0.009988057
ENSG00000225439.2,BOLA3-AS1,antisense,0.0099574
ENSG00000251580.1,RP11-539L10.3,lincRNA,0.00992182
ENSG00000251022.6,THAP9-AS1,antisense,0.009873546
ENSG00000273080.1,RP11-301O19.1,antisense,0.009871153
ENSG00000179406.6,LINC00174,lincRNA,0.009866626
ENSG00000269958.1,RP11-73M18.8,sense_intronic,0.0097592
ENSG00000228242.6,AC093495.4,antisense,0.009758198
ENSG00000246263.2,UBR5-AS1,antisense,0.009738172
ENSG00000273143.1,RP11-525A16.4,lincRNA,0.009727664
ENSG00000244198.5,RP4-545C24.1,antisense,0.009659625
ENSG00000260465.1,RP11-63M22.2,antisense,0.009647607
ENSG00000235663.1,SAPCD1-AS1,antisense,0.0096186455
ENSG00000272991.1,AF129408.17,antisense,0.009617628
ENSG00000259330.1,INAFM2,antisense,0.009602217
ENSG00000261324.2,RP11-174G6.5,sense_overlapping,0.00955732
ENSG00000236810.5,TCEB3-AS1,antisense,0.009540962
ENSG00000272707.1,RP11-534C12.1,lincRNA,0.00949729
ENSG00000215068.7,AC025171.1,antisense,0.009456041
ENSG00000226508.1,AC104655.3,lincRNA,0.009429707
ENSG00000269940.1,RP11-73M18.7,sense_intronic,0.009322868
ENSG00000253417.5,RP11-109J4.1,lincRNA,0.009275628
ENSG00000269910.1,RP11-73M18.10,antisense,0.009199838
ENSG00000236914.3,RP11-1008C21.2,lincRNA,0.009195747
ENSG00000250846.6,EPHA5-AS1,lincRNA,0.00907716
ENSG00000270164.1,LINC01480,lincRNA,0.009064866
ENSG00000278044.1,XXbac-B33L19.12,lincRNA,0.00905605
ENSG00000272153.1,RP1-286D6.5,antisense,0.009020311
ENSG00000230148.8,HOXB-AS1,antisense,0.00901109
ENSG00000272982.1,RP5-1180E21.4,antisense,0.008971086
ENSG00000258616.5,RP11-369C8.1,lincRNA,0.008947657
ENSG00000281103.1,TRG-AS1,antisense,0.008943072
ENSG00000237742.6,RP11-624M8.1,antisense,0.00892061
ENSG00000253426.5,RP11-10A14.4,lincRNA,0.008880291
ENSG00000255153.1,TOLLIP-AS1,antisense,0.008876241
ENSG00000247081.7,BAALC-AS1,antisense,0.0087907035
ENSG00000242349.5,NPPA-AS1,antisense,0.008766912
ENSG00000223701.3,RAET1E-AS1,antisense,0.008749136
ENSG00000271971.1,CTD-2006H14.2,antisense,0.008744295
ENSG00000261641.2,LA16c-390E6.5,antisense,0.008602801
ENSG00000231365.5,RP11-418J17.1,antisense,0.008566964
ENSG00000247092.6,SNHG10,antisense,0.008566052
ENSG00000250237.1,CTC-498J12.1,lincRNA,0.008547524
ENSG00000254860.5,TMEM9B-AS1,antisense,0.008497101
ENSG00000261071.1,RP1-223E5.4,antisense,0.0084662475
ENSG00000236833.1,AC024560.2,lincRNA,0.0084657185
ENSG00000225465.8,RFPL1S,antisense,0.0084613925
ENSG00000244055.1,AC007566.10,antisense,0.008388379
ENSG00000251076.1,RP11-526F3.1,antisense,0.008313356
ENSG00000228624.7,RP3-399L15.3,antisense,0.008249388
ENSG00000257386.1,RP11-56G10.2,antisense,0.0082034245
ENSG00000269386.5,RAB11B-AS1,antisense,0.008181075
ENSG00000234928.1,AP000344.3,lincRNA,0.008138691
ENSG00000224961.1,RP1-278O22.1,lincRNA,0.008105227
ENSG00000224020.1,MIR181A2HG,antisense,0.008078792
ENSG00000225302.2,RP11-539I5.1,antisense,0.008073812
ENSG00000266208.1,CTD-2267D19.3,antisense,0.008027304
ENSG00000236883.1,AP001615.9,antisense,0.008007687
ENSG00000236618.2,PITPNA-AS1,antisense,0.0079503255
ENSG00000227540.1,RP11-152N13.5,antisense,0.00794046
ENSG00000236778.7,INTS6-AS1,antisense,0.007928674
ENSG00000249776.5,RP11-133F8.2,lincRNA,0.007927772
ENSG00000233330.1,RP1-12G14.7,antisense,0.007890758
ENSG00000267260.1,CTD-2162K18.4,lincRNA,0.007890285
ENSG00000231663.1,RP5-827C21.4,antisense,0.007827506
ENSG00000233895.1,RP1-122P22.2,lincRNA,0.007821215
ENSG00000253364.1,RP11-731F5.2,lincRNA,0.0078165
ENSG00000223813.2,AC007255.8,antisense,0.0076804534
ENSG00000248445.5,SEMA6A-AS1,antisense,0.0076537486
ENSG00000263585.1,RP11-498C9.13,antisense,0.007653429
ENSG00000277801.1,RP11-681H18.2,lincRNA,0.0075982823
ENSG00000264569.1,RP13-650J16.1,antisense,0.007579202
ENSG00000276232.1,SCARNA10,sense_intronic,0.007542257
ENSG00000233184.6,RP11-421L21.3,antisense,0.007520887
ENSG00000268854.1,CTD-2545M3.2,antisense,0.0074439645
ENSG00000234684.6,SDCBP2-AS1,antisense,0.007406066
ENSG00000251136.8,RP11-37B2.1,lincRNA,0.0073997835
ENSG00000240005.5,RP11-293A21.1,antisense,0.0073301317
ENSG00000268362.5,CTD-2017D11.1,lincRNA,0.007321038
ENSG00000186594.12,MIR22HG,lincRNA,0.0072732004
ENSG00000223812.5,RP11-197K6.1,lincRNA,0.0072473185
ENSG00000177337.7,DLGAP1-AS1,antisense,0.007165248
ENSG00000253404.1,AC034243.1,antisense,0.0071444474
ENSG00000235499.1,AC073046.25,lincRNA,0.0070678745
ENSG00000268027.5,AC006129.2,lincRNA,0.007067454
ENSG00000273338.1,RP11-386I14.4,antisense,0.006981306
ENSG00000274253.4,RP11-566K19.6,sense_overlapping,0.0069625922
ENSG00000256377.5,RP11-1060J15.4,antisense,0.0069335694
ENSG00000233515.1,LINC01518,lincRNA,0.0069280732
ENSG00000232352.1,SEMA3B-AS1,antisense,0.006896804
ENSG00000228327.2,RP11-206L10.2,lincRNA,0.0067498856
ENSG00000273096.1,RP3-508I15.20,sense_intronic,0.006731527
ENSG00000277476.1,RP11-147L13.13,lincRNA,0.006687647
ENSG00000234771.3,SLC25A25-AS1,antisense,0.00659304
ENSG00000225484.6,NUTM2B-AS1,antisense,0.0065757763
ENSG00000280029.3,CH17-140K24.2,antisense,0.006440178
ENSG00000239569.3,KMT2E-AS1,antisense,0.006346439
ENSG00000227199.1,ST7-AS1,antisense,0.0061909296
ENSG00000272301.1,RP11-111M22.4,lincRNA,0.006137555
ENSG00000224914.2,LINC00863,lincRNA,0.00609048
ENSG00000224645.1,RP11-126K1.8,antisense,0.0060838494
ENSG00000273619.1,RP5-908M14.9,antisense,0.0060774605
ENSG00000231574.5,RP11-91K9.1,lincRNA,0.0060599656
ENSG00000258056.2,RP11-644F5.11,antisense,0.0060588936
ENSG00000261584.1,RP11-457M11.5,lincRNA,0.0060545667
ENSG00000267321.1,RP11-1094M14.11,lincRNA,0.0060283537
ENSG00000260878.1,RP11-320H14.1,sense_overlapping,0.005945955
ENSG00000262454.1,RP11-65J21.3,lincRNA,0.0059126504
ENSG00000264608.1,RP11-192H23.8,sense_intronic,0.0058305054
ENSG00000261505.1,LA16c-358B7.3,antisense,0.0057959994
ENSG00000258837.1,CTD-2566J3.1,antisense,0.005778892
ENSG00000267147.2,CTC-548K16.1,lincRNA,0.0056223795
ENSG00000224152.1,AC009506.1,antisense,0.0055708243
ENSG00000222041.10,LINC00152,lincRNA,0.005458249
ENSG00000233214.1,AC002511.2,lincRNA,0.005421484
ENSG00000273711.1,RP5-1021I20.8,antisense,0.005332844
ENSG00000242687.2,AC004893.11,antisense,0.00531652
ENSG00000232645.5,LINC01431,lincRNA,0.005234923
ENSG00000225255.6,LA16c-83F12.6,lincRNA,0.005230001
ENSG00000259407.1,RP11-158M2.3,antisense,0.0052258056
ENSG00000267198.1,RP11-798G7.6,lincRNA,0.005185836
ENSG00000240291.1,RP11-499P20.2,antisense,0.0051778643
ENSG00000256940.1,RP11-783K16.5,antisense,0.005138802
ENSG00000232065.1,LINC01063,antisense,0.0050858143
ENSG00000275479.1,RP11-334C17.6,lincRNA,0.005066829
ENSG00000272505.1,RP11-981G7.6,lincRNA,0.0050362404
ENSG00000255114.1,RP11-110I1.6,antisense,0.004962593
ENSG00000261094.2,RP11-355O1.11,sense_overlapping,0.00492973
ENSG00000232300.1,FAM215B,lincRNA,0.004862356
ENSG00000244128.5,LINC01322,lincRNA,0.004825797
ENSG00000273308.1,RP11-496H1.2,lincRNA,0.004801379
ENSG00000271122.1,RP11-379H18.1,antisense,0.0047799726
ENSG00000228463.8,AP006222.2,lincRNA,0.0046919393
ENSG00000249673.6,NOP14-AS1,antisense,0.0046899877
ENSG00000262468.5,LINC01569,lincRNA,0.004685494
ENSG00000244879.4,GABPB1-AS1,antisense,0.0046584946
ENSG00000229896.2,RP11-456H18.2,lincRNA,0.004654553
ENSG00000243926.1,TIPARP-AS1,antisense,0.004611268
ENSG00000254910.1,RP11-326C3.7,antisense,0.004586744
ENSG00000249203.1,RP11-473L15.3,lincRNA,0.004542289
ENSG00000263072.5,ZNF213-AS1,antisense,0.0044805515
ENSG00000271895.2,RP4-635E18.8,antisense,0.004479931
ENSG00000260267.1,RP11-452L6.5,antisense,0.004345085
ENSG00000272686.1,RP11-390E23.6,antisense,0.004235723
ENSG00000231170.5,AC002451.3,antisense,0.004201886
ENSG00000251129.1,RP11-734I18.1,lincRNA,0.004181706
ENSG00000272849.1,RP11-347I19.8,lincRNA,0.004170475
ENSG00000260107.1,AC005606.15,lincRNA,0.0041427547
ENSG00000255435.6,RP11-770J1.3,antisense,0.0041163783
ENSG00000276077.4,CH507-254M2.2,lincRNA,0.0041038916
ENSG00000278611.1,CTC-543D15.8,lincRNA,0.00401158
ENSG00000226696.5,LENG8-AS1,antisense,0.004006994
ENSG00000259939.1,RP11-77H9.5,antisense,0.003999956
ENSG00000272086.1,CTD-2186M15.3,lincRNA,0.003975757
ENSG00000248508.6,SRP14-AS1,lincRNA,0.0039231814
ENSG00000275431.1,CTB-186H2.3,antisense,0.0038938436
ENSG00000272831.1,RP11-792A8.4,antisense,0.0038691969
ENSG00000272030.1,RP1-178F15.4,antisense,0.0038480484
ENSG00000229370.1,AC092635.1,lincRNA,0.0038290245
ENSG00000235978.6,AC018816.3,antisense,0.003795344
ENSG00000214106.7,PAXIP1-AS2,antisense,0.0037299958
ENSG00000244479.6,OR2A1-AS1,antisense,0.0037292691
ENSG00000272478.1,RP1-317E23.7,antisense,0.0036601326
ENSG00000272829.1,XXbac-B135H6.18,lincRNA,0.0036523866
ENSG00000246859.2,STARD4-AS1,antisense,0.003621226
ENSG00000253802.1,CTA-392C11.1,lincRNA,0.0036047166
ENSG00000260257.2,RP5-1085F17.3,lincRNA,0.003587744
ENSG00000276533.1,RP11-139H15.5,sense_intronic,0.003567524
ENSG00000260618.1,RP11-23N2.4,antisense,0.0033913234
ENSG00000262370.5,RP11-473M20.9,lincRNA,0.003376314
ENSG00000227121.1,RP11-319F12.2,lincRNA,0.0033431372
ENSG00000259891.1,CTA-204B4.2,antisense,0.00330921
ENSG00000263146.2,RP11-849I19.1,lincRNA,0.003294089
ENSG00000274828.1,RP11-567M16.6,lincRNA,0.0032704917
ENSG00000234147.1,RP3-460G2.2,lincRNA,0.003233029
ENSG00000271870.1,RP11-97C16.1,antisense,0.0031373072
ENSG00000269293.2,ZSCAN16-AS1,antisense,0.003079778
ENSG00000267751.5,AC009005.2,antisense,0.003049528
ENSG00000258761.1,RP11-24J19.1,antisense,0.0029723502
ENSG00000256007.1,ARAP1-AS1,antisense,0.0028775681
ENSG00000278903.3,CH507-145C22.1,lincRNA,0.0027960078
ENSG00000235576.1,AC092580.4,lincRNA,0.0027361598
ENSG00000251442.5,LINC01094,lincRNA,0.0026938291
ENSG00000266441.1,RP11-91I8.3,antisense,0.0026790048
ENSG00000237371.1,RP13-152O15.5,antisense,0.0026554798
ENSG00000226688.6,ENTPD1-AS1,antisense,0.0025951844
ENSG00000228651.1,RP11-556E13.1,antisense,0.0025102121
ENSG00000261613.2,RP11-20I23.13,antisense,0.0023412765
ENSG00000234104.1,RP5-1177M21.1,lincRNA,0.0023011335
ENSG00000259792.1,RP11-114H24.6,antisense,0.0022563564
ENSG00000228528.1,AC068057.1,lincRNA,0.0022410497
ENSG00000273702.1,RP11-758H9.2,lincRNA,0.0021889915
ENSG00000204792.2,LINC01291,lincRNA,0.002153673
ENSG00000230513.1,THAP7-AS1,antisense,0.0020434351
ENSG00000206573.8,THUMPD3-AS1,antisense,0.0020429278
ENSG00000273437.1,RP11-434H6.7,lincRNA,0.0019648327
ENSG00000245385.2,RP11-334E6.10,antisense,0.0019520721
ENSG00000272606.1,RP11-554J4.1,antisense,0.0019370561
ENSG00000237036.4,ZEB1-AS1,antisense,0.0018886139
ENSG00000228393.3,LINC01004,antisense,0.0018468339
ENSG00000214293.8,APTR,lincRNA,0.0018271673
ENSG00000245970.2,KB-1208A12.3,antisense,0.0018229436
ENSG00000230606.10,AC159540.1,lincRNA,0.0016530373
ENSG00000253768.1,CTB-33O18.1,lincRNA,0.0016087723
ENSG00000258926.1,RP11-47I22.1,antisense,0.0015920285
ENSG00000256725.1,RP11-662M24.2,lincRNA,0.0015364145
ENSG00000268518.1,CTD-2545M3.8,lincRNA,0.0015328086
ENSG00000229299.2,RP4-583P15.10,antisense,0.0014534858
ENSG00000234171.2,RNASEH1-AS1,antisense,0.0012996489
ENSG00000213888.3,LINC01521,lincRNA,0.001211893
ENSG00000248049.6,UBA6-AS1,antisense,0.0012081597
ENSG00000272600.1,AC007308.7,antisense,0.0011357437
ENSG00000185837.3,CECR5-AS1,antisense,0.0010029358
ENSG00000269235.1,ZNF350-AS1,antisense,0.00090621586
ENSG00000232940.5,HCG25,antisense,0.0008440426
