gene_id,gene_name,gene_type,mean_abs_shap
ENSG00000237125.8,HAND2-AS1,antisense,2.3796566
ENSG00000267125.2,CTB-31O20.6,antisense,1.921438
ENSG00000229847.8,EMX2OS,antisense,1.5982895
ENSG00000256462.1,RP11-116G8.5,antisense,1.4702153
ENSG00000253563.2,NKX2-1-AS1,antisense,1.4225833
ENSG00000255474.1,RP11-234B24.2,lincRNA,1.3272792
ENSG00000269186.1,LINC01082,lincRNA,1.278094
ENSG00000251562.7,MALAT1,lincRNA,1.2391833
ENSG00000229719.3,AP001187.9,lincRNA,1.2375869
ENSG00000268592.3,RAET1E-AS1,antisense,1.235943
ENSG00000265401.1,RP11-138I1.4,antisense,1.1789653
ENSG00000258232.2,RP11-161H23.5,antisense,1.0736103
ENSG00000228262.8,LINC01320,lincRNA,1.0182883
ENSG00000183674.11,LINC00518,lincRNA,1.011374
ENSG00000251381.6,LINC00958,lincRNA,0.9486079
ENSG00000225431.1,AP001626.1,lincRNA,0.8648229
ENSG00000224924.6,LINC00320,lincRNA,0.8641805
ENSG00000225383.6,SFTA1P,lincRNA,0.8561579
ENSG00000267458.1,CTC-425F1.4,antisense,0.84672976
ENSG00000176840.11,MIR7-3HG,lincRNA,0.8369236
ENSG00000261012.2,RP11-116D2.1,lincRNA,0.8317294
ENSG00000268388.5,FENDRR,lincRNA,0.82972366
ENSG00000183242.11,WT1-AS,antisense,0.8295184
ENSG00000262223.6,RP11-1055B8.3,lincRNA,0.80947626
ENSG00000276888.1,RP11-244H18.1,antisense,0.7923556
ENSG00000259663.2,CTD-2314G24.2,antisense,0.7884307
ENSG00000226812.2,RP5-881L22.5,antisense,0.7693258
ENSG00000264577.1,AC010761.8,antisense,0.74959916
ENSG00000243350.1,RP11-379F12.3,lincRNA,0.72266686
ENSG00000259974.2,LINC00261,lincRNA,0.7029926
ENSG00000269888.1,RP11-3P17.5,lincRNA,0.6983838
ENSG00000203499.10,FAM83H-AS1,lincRNA,0.6871838
ENSG00000275563.1,CTD-2311B13.5,antisense,0.6846788
ENSG00000261195.1,CTD-2380F24.1,antisense,0.68237054
ENSG00000274177.1,LLNLR-284B4.1,antisense,0.68039334
ENSG00000259353.1,RP11-30K9.5,antisense,0.6795089
ENSG00000235142.7,RP1-60O19.1,lincRNA,0.66515434
ENSG00000253552.7,HOXA-AS2,antisense,0.6486417
ENSG00000272440.1,RP11-379F4.6,lincRNA,0.644876
ENSG00000166917.8,MIR202HG,antisense,0.63507617
ENSG00000233101.10,HOXB-AS3,antisense,0.6234273
ENSG00000175772.10,LINC01106,lincRNA,0.61383945
ENSG00000249601.2,LINC01187,lincRNA,0.61354816
ENSG00000245526.8,LINC00461,lincRNA,0.6007508
ENSG00000259969.1,RP11-999E24.3,sense_overlapping,0.5899316
ENSG00000224137.1,AC079767.4,lincRNA,0.58329886
ENSG00000277749.1,RP11-60L3.6,antisense,0.57918656
ENSG00000276850.4,CH17-360D5.2,lincRNA,0.57604825
ENSG00000251164.1,HULC,lincRNA,0.570426
ENSG00000227869.1,RP11-807H17.1,lincRNA,0.56589335
ENSG00000266036.1,RP11-452I5.2,antisense,0.56529325
ENSG00000224911.1,AC015936.3,antisense,0.56355804
ENSG00000258414.1,RP11-356O9.1,lincRNA,0.5535455
ENSG00000240990.9,HOXA11-AS,antisense,0.5513245
ENSG00000279141.3,LINC01451,lincRNA,0.54873306
ENSG00000270547.5,LINC01235,lincRNA,0.54872614
ENSG00000186960.10,LINC01551,lincRNA,0.535248
ENSG00000226674.8,TEX41,lincRNA,0.50974566
ENSG00000259006.1,RP11-566K11.4,antisense,0.50295967
ENSG00000273796.1,LL21NC02-21A1.1,lincRNA,0.4980652
ENSG00000254560.5,BBOX1-AS1,antisense,0.4941864
ENSG00000232656.7,IDI2-AS1,antisense,0.49055544
ENSG00000264578.1,RP11-360L9.8,antisense,0.48332325
ENSG00000280623.1,PCAT14,lincRNA,0.4832468
ENSG00000230630.2,DNM3OS,antisense,0.4783341
ENSG00000224842.2,RP11-123K19.1,antisense,0.47721195
ENSG00000272927.1,RP11-1191J2.5,antisense,0.47544768
ENSG00000275234.1,CTD-2396E7.11,antisense,0.46755412
ENSG00000274173.1,RP4-568C11.4,lincRNA,0.46669608
ENSG00000225742.5,RP11-513G11.4,lincRNA,0.46333477
ENSG00000236935.1,AP003774.1,antisense,0.45691875
ENSG00000255301.1,RP11-624G17.3,antisense,0.45336327
ENSG00000237380.6,HOXD-AS2,antisense,0.4503964
ENSG00000228830.1,RP4-781K5.2,antisense,0.4499305
ENSG00000236130.1,PTCSC2,lincRNA,0.4481211
ENSG00000242808.7,SOX2-OT,sense_overlapping,0.44696972
ENSG00000230084.5,RP4-613B23.1,antisense,0.44282597
ENSG00000244567.1,AC096772.6,lincRNA,0.4414165
ENSG00000265148.5,BZRAP1-AS1,antisense,0.43860608
ENSG00000266490.1,CTD-2349P21.9,lincRNA,0.43499398
ENSG00000233521.5,RP5-1172A22.1,lincRNA,0.4339949
ENSG00000260664.2,AC004158.3,lincRNA,0.4337374
ENSG00000242407.1,CTD-2377D24.4,lincRNA,0.43207756
ENSG00000261675.1,RP5-1119A7.17,sense_overlapping,0.43162456
ENSG00000223403.3,MEG9,lincRNA,0.4291622
ENSG00000273388.1,RP11-401O9.4,antisense,0.42551166
ENSG00000228639.6,AC005152.3,lincRNA,0.42489153
ENSG00000249532.3,RP11-148B6.1,antisense,0.423511
ENSG00000249082.2,C5orf66-AS1,lincRNA,0.42324334
ENSG00000254911.3,SCARNA9,antisense,0.420557
ENSG00000253187.2,HOXA10-AS,antisense,0.4164545
ENSG00000261039.2,RP11-417E7.2,lincRNA,0.41347688
ENSG00000277531.1,LLNLF-187D8.1,lincRNA,0.41063938
ENSG00000261437.1,RP11-22C11.2,antisense,0.41041824
ENSG00000281181.1,CH507-513H4.3,lincRNA,0.40865743
ENSG00000274565.1,CTD-3035K23.7,antisense,0.3919532
ENSG00000260057.5,LINC01571,lincRNA,0.3919244
ENSG00000255390.1,RP11-732A19.5,antisense,0.39174005
ENSG00000234614.1,AL450992.2,antisense,0.3916691
ENSG00000257084.1,U47924.27,lincRNA,0.3880064
ENSG00000258479.5,LINC00640,lincRNA,0.38644424
ENSG00000236656.1,RP11-144L1.4,antisense,0.38602152
ENSG00000243766.7,HOTTIP,antisense,0.38515052
ENSG00000272141.1,RP11-465B22.8,lincRNA,0.38146603
ENSG00000272742.1,CTB-43P18.1,antisense,0.38127378
ENSG00000259104.2,PTCSC3,lincRNA,0.37786743
ENSG00000231210.2,LINC01510,lincRNA,0.37769347
ENSG00000243004.5,AC005062.2,sense_overlapping,0.37555516
ENSG00000248801.6,C8orf34-AS1,antisense,0.3749896
ENSG00000259001.3,RPPH1,antisense,0.37287745
ENSG00000204049.1,RP11-126H7.4,antisense,0.37153688
ENSG00000237594.2,AP000251.3,antisense,0.36983165
ENSG00000250366.2,TUNAR,lincRNA,0.3634528
ENSG00000248636.6,RP11-768F21.1,lincRNA,0.36298603
ENSG00000235687.8,LINC00993,lincRNA,0.3628388
ENSG00000232110.7,RP11-149I23.3,antisense,0.36138877
ENSG00000258586.1,RP5-1021I20.2,lincRNA,0.36056498
ENSG00000256417.1,RP11-1038A11.3,lincRNA,0.35917145
ENSG00000266010.1,GATA6-AS1,lincRNA,0.35622716
ENSG00000232006.8,AC005537.2,lincRNA,0.35617885
ENSG00000248810.1,RP11-362F19.1,lincRNA,0.35322055
ENSG00000229407.5,RP11-12M5.3,antisense,0.3524615
ENSG00000247498.9,RP11-392P7.6,antisense,0.3522548
ENSG00000233705.6,SLC26A4-AS1,antisense,0.3519403
ENSG00000261064.1,RP11-1000B6.3,lincRNA,0.35098776
ENSG00000274993.1,RP11-395B7.2,antisense,0.34995437
ENSG00000269707.1,RP11-13J10.1,sense_overlapping,0.34871385
ENSG00000266341.1,RP5-890E16.4,antisense,0.3481598
ENSG00000233237.6,LINC00472,lincRNA,0.34131667
ENSG00000262456.1,RP1-59D14.1,antisense,0.3387157
ENSG00000259933.6,RP11-304L19.1,sense_overlapping,0.3376087
ENSG00000261116.1,RP3-523K23.2,sense_overlapping,0.33709526
ENSG00000258504.2,RP11-638I2.6,lincRNA,0.33658558
ENSG00000237149.5,ZNF503-AS2,antisense,0.334103
ENSG00000214145.6,LINC00887,lincRNA,0.331631
ENSG00000232803.1,SLCO4A1-AS1,antisense,0.32945013
ENSG00000258498.6,DIO3OS,lincRNA,0.3249787
ENSG00000099869.7,IGF2-AS,antisense,0.3234557
ENSG00000231764.8,DLX6-AS1,antisense,0.31888708
ENSG00000272163.1,GS1-72M22.1,antisense,0.3148025
ENSG00000227388.2,RP11-112J3.16,lincRNA,0.31443372
ENSG00000275830.1,RP11-403A3.3,lincRNA,0.3112082
ENSG00000260581.1,CTB-113P19.4,antisense,0.31089634
ENSG00000226197.2,RP11-536O18.1,lincRNA,0.3106185
ENSG00000256576.2,RP13-977J11.2,lincRNA,0.3090881
ENSG00000231013.1,AC013275.2,antisense,0.30491307
ENSG00000230257.1,NFE4,antisense,0.3046171
ENSG00000259347.5,RP11-798K3.2,lincRNA,0.3006999
ENSG00000255197.5,RP11-750H9.5,antisense,0.29775453
ENSG00000179066.7,CTD-2527I21.15,lincRNA,0.29470694
ENSG00000230061.2,TRPM2-AS,antisense,0.29340404
ENSG00000236782.5,RP11-96L14.7,antisense,0.29270902
ENSG00000247809.7,NR2F2-AS1,antisense,0.29158187
ENSG00000280206.1,CTB-193M12.5,lincRNA,0.29079422
ENSG00000226816.2,AC005082.12,lincRNA,0.29043794
ENSG00000261829.1,RP11-223I10.1,sense_overlapping,0.29022294
ENSG00000227403.1,AC009299.3,lincRNA,0.2901677
ENSG00000274248.1,AJ011932.1,lincRNA,0.29006958
ENSG00000261183.5,RP11-532F12.5,antisense,0.2898085
ENSG00000280614.1,CH507-513H4.4,lincRNA,0.28576145
ENSG00000235026.5,DPP10-AS1,antisense,0.28439096
ENSG00000197308.8,GATA3-AS1,lincRNA,0.27607667
ENSG00000254894.1,NAV2-AS1,antisense,0.27505803
ENSG00000257663.1,RP11-1100L3.7,antisense,0.2738183
ENSG00000204949.8,FAM83A-AS1,antisense,0.27358156
ENSG00000223485.1,RP11-417E7.1,lincRNA,0.27247465
ENSG00000255498.1,RP11-618K13.2,antisense,0.272368
ENSG00000240801.1,AC132217.4,3prime_overlapping_ncrna,0.2722798
ENSG00000233461.5,RP11-295G20.2,antisense,0.27099916
ENSG00000231826.5,AC016735.2,lincRNA,0.26887152
ENSG00000266844.1,RP11-862L9.3,antisense,0.26874653
ENSG00000259052.1,AL157871.2,sense_overlapping,0.26591673
ENSG00000236666.1,POTEH-AS1,antisense,0.2647738
ENSG00000259264.5,RP11-60L3.1,antisense,0.26476312
ENSG00000230943.1,RP11-367G18.1,lincRNA,0.26447713
ENSG00000262831.1,RP11-498C9.2,antisense,0.2642049
ENSG00000249641.2,HOXC13-AS,antisense,0.26344925
ENSG00000177133.10,LINC00982,antisense,0.26260126
ENSG00000239922.1,RP11-71N10.1,lincRNA,0.26250422
ENSG00000248771.5,LINC01207,lincRNA,0.26240337
ENSG00000244625.5,MIATNB,lincRNA,0.26234418
ENSG00000273038.2,RP11-479G22.8,lincRNA,0.26160967
ENSG00000261170.1,RP11-252A24.5,antisense,0.25975633
ENSG00000251138.6,RP11-81H3.2,lincRNA,0.25848383
ENSG00000258017.1,RP11-386G11.10,antisense,0.2581644
ENSG00000249395.2,CASC9,lincRNA,0.25808248
ENSG00000228630.5,HOTAIR,antisense,0.2563305
ENSG00000256802.2,RP11-680F8.1,antisense,0.25588122
ENSG00000272564.1,RP11-548P2.2,lincRNA,0.25547725
ENSG00000254528.7,RP11-728F11.4,antisense,0.253855
ENSG00000261804.1,RP11-44F14.2,lincRNA,0.25191584
ENSG00000226733.1,RP11-397G17.1,lincRNA,0.25157037
ENSG00000258844.1,RP11-259K15.2,lincRNA,0.25033844
ENSG00000126005.15,MMP24-AS1,antisense,0.250328
ENSG00000267601.1,RP11-323N12.5,antisense,0.24725008
ENSG00000228058.1,RP11-552D4.1,lincRNA,0.24655569
ENSG00000254290.1,RP11-150O12.3,lincRNA,0.24584526
ENSG00000265992.1,ESRG,sense_intronic,0.24464174
ENSG00000196421.7,LINC00176,lincRNA,0.24454075
ENSG00000276724.1,RP11-1000B6.7,sense_intronic,0.24414442
ENSG00000240498.6,CDKN2B-AS1,antisense,0.24261698
ENSG00000269564.1,AC008753.4,lincRNA,0.24170884
ENSG00000269210.2,RP11-173C1.1,antisense,0.23982805
ENSG00000262533.1,RP11-667K14.4,antisense,0.23957656
ENSG00000275413.1,CTC-529I10.1,antisense,0.23903881
ENSG00000205488.8,CALML3-AS1,antisense,0.23900571
ENSG00000233056.2,ERVH48-1,lincRNA,0.23609775
ENSG00000273760.1,CH17-360D5.3,lincRNA,0.23604362
ENSG00000273275.1,RP11-474G23.2,antisense,0.23511869
ENSG00000265206.3,RP5-1171I10.5,antisense,0.2348638
ENSG00000260577.2,RP11-615I2.2,antisense,0.23444656
ENSG00000223573.6,TINCR,lincRNA,0.23314808
ENSG00000237945.7,LINC00649,antisense,0.23168646
ENSG00000237523.1,LINC00857,lincRNA,0.23144041
ENSG00000237361.2,TUSC8,lincRNA,0.23129143
ENSG00000272189.1,RP3-325F22.5,antisense,0.23126408
ENSG00000251169.2,AC005355.2,lincRNA,0.23044401
ENSG00000273615.1,RP11-1136G4.2,lincRNA,0.22979808
ENSG00000226598.1,AC017060.1,lincRNA,0.22708556
ENSG00000198221.8,MLLT4-AS1,lincRNA,0.22702104
ENSG00000197182.12,MIRLET7BHG,lincRNA,0.22653723
ENSG00000267395.5,AC074212.6,antisense,0.22626469
ENSG00000255750.5,RP11-283G6.5,antisense,0.2257355
ENSG00000231346.5,LINC01160,lincRNA,0.22548357
ENSG00000260196.1,RP1-239B22.5,antisense,0.22360218
ENSG00000204588.5,LINC01123,lincRNA,0.22288024
ENSG00000237438.6,CECR7,lincRNA,0.22265339
ENSG00000272269.1,RP11-500C11.3,antisense,0.2211738
ENSG00000281383.1,CH507-513H4.5,lincRNA,0.21978725
ENSG00000224259.5,LINC01133,lincRNA,0.21969426
ENSG00000185904.11,LINC00839,lincRNA,0.2190208
ENSG00000259658.3,RP11-89K11.1,lincRNA,0.218707
ENSG00000231064.5,RP11-263K19.4,antisense,0.21861546
ENSG00000272279.1,RP11-157J24.2,lincRNA,0.21794604
ENSG00000261373.1,VPS9D1-AS1,antisense,0.21699436
ENSG00000230798.5,FOXD3-AS1,antisense,0.2162619
ENSG00000234918.1,RP11-20F24.2,lincRNA,0.21603484
ENSG00000224739.2,AC016735.1,lincRNA,0.21584855
ENSG00000249042.5,CTD-2015H6.3,antisense,0.21408476
ENSG00000224698.1,RP11-131J3.1,lincRNA,0.21394451
ENSG00000234690.6,AC073283.4,lincRNA,0.21216464
ENSG00000250685.7,RP11-486L19.2,antisense,0.21183585
ENSG00000223814.1,RP11-543D5.2,lincRNA,0.21048498
ENSG00000236824.1,BCYRN1,lincRNA,0.20924053
ENSG00000235584.2,AC008268.1,lincRNA,0.20895012
ENSG00000244300.2,GATA2-AS1,antisense,0.20830503
ENSG00000231789.2,PIK3CD-AS2,antisense,0.20695584
ENSG00000254605.1,RP11-626H12.2,lincRNA,0.20569867
ENSG00000254480.1,RP11-23F23.2,lincRNA,0.20484781
ENSG00000265840.1,AC010761.10,antisense,0.20456332
ENSG00000254531.1,FLJ20021,lincRNA,0.20424278
ENSG00000245750.7,DRAIC,lincRNA,0.2037878
ENSG00000269994.1,RP11-276H19.2,lincRNA,0.2026165
ENSG00000228223.2,HCG11,lincRNA,0.20220399
ENSG00000255737.2,AGAP2-AS1,antisense,0.20125894
ENSG00000241570.8,PAQR9-AS1,antisense,0.20066555
ENSG00000272540.1,XXbac-BPG252P9.9,antisense,0.20010506
ENSG00000231621.1,AC013264.2,antisense,0.19912781
ENSG00000233682.3,RP11-13P5.2,antisense,0.19907
ENSG00000230155.6,RP3-477O4.14,antisense,0.19871391
ENSG00000229950.1,TFAP2A-AS1,antisense,0.19852673
ENSG00000225548.5,AC098973.2,lincRNA,0.19717097
ENSG00000237298.8,TTN-AS1,antisense,0.19645536
ENSG00000236345.1,RP11-59D5__B.2,antisense,0.19642101
ENSG00000257671.1,RP3-416H24.1,antisense,0.19611228
ENSG00000260418.1,RP3-406A7.7,lincRNA,0.19607466
ENSG00000273297.1,RP11-38M8.1,lincRNA,0.19310348
ENSG00000258655.2,ARHGAP5-AS1,antisense,0.19283935
ENSG00000261664.5,TTC39A-AS1,antisense,0.19279629
ENSG00000226091.7,LINC00937,lincRNA,0.19126609
ENSG00000227036.6,LINC00511,lincRNA,0.19103336
ENSG00000257181.1,RP11-611O2.5,antisense,0.18872565
ENSG00000277534.1,RP11-9E17.1,sense_intronic,0.18828651
ENSG00000257270.1,RP11-521B24.5,antisense,0.18718661
ENSG00000265282.1,RP11-269G24.4,lincRNA,0.18693937
ENSG00000257588.1,RP11-469H8.6,antisense,0.1867478
ENSG00000259725.1,CTD-3032H12.1,lincRNA,0.18644252
ENSG00000281162.2,LINC01127,lincRNA,0.18629073
ENSG00000270103.3,RNU11,lincRNA,0.1858576
ENSG00000256151.1,RP11-76C10.5,lincRNA,0.18559429
ENSG00000274956.2,UG0898H09,lincRNA,0.1850959
ENSG00000253508.1,RP1-170O19.14,lincRNA,0.18467352
ENSG00000254343.2,RP11-760H22.2,lincRNA,0.1845588
ENSG00000267512.1,CTC-250I14.3,antisense,0.18389286
ENSG00000272053.1,RP11-367G6.3,lincRNA,0.18345273
ENSG00000265218.1,RP11-927P21.1,antisense,0.18255168
ENSG00000254369.6,HOXA-AS3,antisense,0.18249056
ENSG00000260265.1,RP11-44F21.5,lincRNA,0.18220305
ENSG00000272661.1,RP4-548D19.3,antisense,0.18220219
ENSG00000228288.6,PCAT6,antisense,0.18212055
ENSG00000266976.1,AC079466.1,lincRNA,0.18138456
ENSG00000255240.5,RP11-142C4.6,antisense,0.18122391
ENSG00000248408.1,RP11-452C8.1,lincRNA,0.18106921
ENSG00000273478.1,RP11-465N4.5,antisense,0.18098873
ENSG00000234678.1,RP11-465N4.4,antisense,0.18078667
ENSG00000267390.1,RP11-635N19.1,antisense,0.18002196
ENSG00000224189.6,HAGLR,antisense,0.17899053
ENSG00000254919.1,RP11-698N11.2,antisense,0.17856923
ENSG00000233627.2,C4A-AS1,antisense,0.1783564
ENSG00000267007.1,CTB-31O20.3,antisense,0.17824262
ENSG00000229380.1,AC147651.5,antisense,0.17800374
ENSG00000163364.9,LINC01116,lincRNA,0.17684306
ENSG00000224081.7,LINC01057,lincRNA,0.17650738
ENSG00000224848.1,RP11-535M15.1,lincRNA,0.17498691
ENSG00000259976.1,RP11-553L6.5,lincRNA,0.17455104
ENSG00000258754.7,LINC01579,lincRNA,0.17390597
ENSG00000261123.1,RP11-304L19.3,sense_intronic,0.17375399
ENSG00000258757.1,RP11-841O20.2,antisense,0.17345649
ENSG00000260025.1,RP11-490M8.1,lincRNA,0.17315908
ENSG00000261399.1,LA16c-329F2.1,antisense,0.1730308
ENSG00000261068.2,RP11-7K24.3,lincRNA,0.1723918
ENSG00000247993.2,FOXD1-AS1,lincRNA,0.17226313
ENSG00000262995.1,CTD-2194A8.2,antisense,0.17221004
ENSG00000248184.1,RP11-231C18.1,lincRNA,0.17099817
ENSG00000230838.1,AC093850.2,lincRNA,0.17048255
ENSG00000276269.1,RP11-403A3.2,lincRNA,0.16921945
ENSG00000269985.1,RP1-232P20.1,antisense,0.16825792
ENSG00000261189.1,RP3-512B11.3,antisense,0.16740383
ENSG00000180139.11,ACTA2-AS1,antisense,0.16678698
ENSG00000223808.1,RP11-428L9.2,lincRNA,0.1645749
ENSG00000225746.8,SNHG23,lincRNA,0.16343305
ENSG00000247134.6,RP11-11N9.4,lincRNA,0.16322751
ENSG00000264299.1,RP11-680F20.12,antisense,0.16320576
ENSG00000269194.1,AC006942.4,antisense,0.16237552
ENSG00000249599.1,BMPR1B-AS1,lincRNA,0.16108829
ENSG00000225342.2,AC079630.4,antisense,0.16070908
ENSG00000237807.3,RP11-400K9.4,lincRNA,0.16007642
ENSG00000267506.5,RP11-13K12.1,lincRNA,0.15975407
ENSG00000237512.6,UNC5B-AS1,antisense,0.15957205
ENSG00000214548.14,MEG3,lincRNA,0.1594868
ENSG00000280693.2,SH3PXD2A-AS1,antisense,0.15943941
ENSG00000182648.11,LINC01006,lincRNA,0.15897438
ENSG00000261061.1,RP11-303E16.2,sense_intronic,0.15881787
ENSG00000257337.6,RP11-983P16.4,antisense,0.15766747
ENSG00000223914.1,AC079630.2,lincRNA,0.15722759
ENSG00000273293.1,RP11-445N20.3,lincRNA,0.1570447
ENSG00000257151.1,PWAR6,lincRNA,0.15687077
ENSG00000225106.1,RP11-429E11.2,antisense,0.15530042
ENSG00000233695.2,GAS6-AS1,antisense,0.15495747
ENSG00000216921.7,AC131097.4,lincRNA,0.15465494
ENSG00000237978.5,KCNMB2-AS1,antisense,0.15438515
ENSG00000237989.1,AP001046.5,lincRNA,0.15438114
ENSG00000260807.6,RP11-161M6.2,lincRNA,0.15367468
ENSG00000243479.3,MNX1-AS1,lincRNA,0.15332314
ENSG00000226686.7,LINC01535,lincRNA,0.15058847
ENSG00000258377.1,RP11-649E7.5,antisense,0.15005851
ENSG00000253174.2,RP11-360L9.7,antisense,0.14977582
ENSG00000260892.1,CTD-2026K11.1,antisense,0.14976457
ENSG00000152931.7,PART1,lincRNA,0.14965343
ENSG00000275632.1,RP5-967N21.11,lincRNA,0.1484163
ENSG00000282024.1,RP3-467D16.3,antisense,0.14837857
ENSG00000267165.1,RP11-78A19.3,antisense,0.14753173
ENSG00000225937.1,PCA3,antisense,0.14740588
ENSG00000261175.5,CTD-2015G9.2,lincRNA,0.14667577
ENSG00000244968.6,LIFR-AS1,antisense,0.14604248
ENSG00000261353.1,CTA-14H9.5,lincRNA,0.14593458
ENSG00000272510.1,RP4-680D5.8,antisense,0.14499043
ENSG00000230082.1,PRRT3-AS1,antisense,0.14458783
ENSG00000254452.1,RP11-867G23.4,antisense,0.14445311
ENSG00000276445.1,LLNLR-268E12.1,lincRNA,0.14432684
ENSG00000244459.2,RP11-1398P2.1,lincRNA,0.14389685
ENSG00000250899.3,RP11-253E3.3,lincRNA,0.14335588
ENSG00000261685.2,RP11-401P9.4,lincRNA,0.14300777
ENSG00000278784.1,RP11-468E2.11,sense_intronic,0.142951
ENSG00000262766.1,RP11-196G11.4,sense_intronic,0.14280166
ENSG00000257764.2,RP11-1143G9.4,antisense,0.14250045
ENSG00000267815.1,CTB-191K22.5,antisense,0.14220773
ENSG00000269968.1,RP5-940J5.9,antisense,0.1415511
ENSG00000231106.2,LINC01436,lincRNA,0.14119464
ENSG00000197099.8,RP11-573D15.8,antisense,0.14114805
ENSG00000262714.1,RP11-44F14.8,lincRNA,0.14106223
ENSG00000259038.1,CTD-2325P2.4,antisense,0.14065789
ENSG00000271109.1,CTC-523E23.11,lincRNA,0.14058873
ENSG00000254389.3,RHPN1-AS1,antisense,0.14047799
ENSG00000227733.8,RP4-565E6.1,lincRNA,0.14042309
ENSG00000269933.1,RP3-333A15.2,sense_intronic,0.14034474
ENSG00000273132.1,RP11-350J20.12,antisense,0.14020686
ENSG00000272502.1,RP11-713M15.2,antisense,0.14007986
ENSG00000267322.2,SNHG22,antisense,0.13977739
ENSG00000269416.5,LINC01224,lincRNA,0.13967806
ENSG00000280800.1,CH507-513H4.6,lincRNA,0.1392348
ENSG00000227502.2,LINC01268,lincRNA,0.13887197
ENSG00000261824.6,LINC00662,lincRNA,0.13873902
ENSG00000267532.3,MIR497HG,antisense,0.13866735
ENSG00000256013.1,RP11-27M24.1,antisense,0.13853823
ENSG00000223956.1,RP4-710M16.2,lincRNA,0.13769089
ENSG00000254109.5,RBPMS-AS1,antisense,0.13652362
ENSG00000260329.1,RP11-412D9.4,antisense,0.13586946
ENSG00000233527.8,ZNF529-AS1,antisense,0.1350946
ENSG00000236028.1,RP11-323C15.2,lincRNA,0.13501622
ENSG00000265579.1,RP11-713C5.1,sense_intronic,0.13491732
ENSG00000238035.8,AC138035.2,lincRNA,0.13480805
ENSG00000272626.1,RP11-468N14.13,lincRNA,0.13468175
ENSG00000272913.1,RP11-440D17.3,lincRNA,0.13465925
ENSG00000269926.1,RP11-442H21.2,antisense,0.13463315
ENSG00000236939.2,BAALC-AS2,antisense,0.1343259
ENSG00000269918.1,AF131215.9,sense_intronic,0.13429214
ENSG00000268628.2,RP1-122P22.4,lincRNA,0.1342715
ENSG00000231295.1,RP4-797C5.2,antisense,0.13419168
ENSG00000249746.1,RP11-254I22.3,lincRNA,0.13415056
ENSG00000267547.1,RP11-686D22.4,lincRNA,0.13389905
ENSG00000231412.2,CTC-490G23.2,lincRNA,0.13322902
ENSG00000257607.1,RP11-449P15.1,antisense,0.13293691
ENSG00000255198.4,SNHG9,lincRNA,0.13243882
ENSG00000227640.2,SOX21-AS1,lincRNA,0.13243102
ENSG00000215067.9,ALOX12-AS1,antisense,0.13201153
ENSG00000269893.6,SNHG8,lincRNA,0.13187727
ENSG00000223960.6,AC009948.5,antisense,0.13098818
ENSG00000239467.5,AC007405.6,lincRNA,0.13095707
ENSG00000250786.1,SNHG18,lincRNA,0.13091938
ENSG00000267580.1,CTD-2540B15.11,antisense,0.13051702
ENSG00000255248.6,RP11-166D19.1,sense_overlapping,0.1300713
ENSG00000235387.1,LINC00961,lincRNA,0.12975253
ENSG00000249096.6,RP11-290F5.1,lincRNA,0.1296822
ENSG00000247844.1,CCAT1,lincRNA,0.12958252
ENSG00000240618.1,RP11-206L10.5,lincRNA,0.12957145
ENSG00000267484.1,CTC-518P12.6,antisense,0.12941994
ENSG00000255774.1,AP000439.3,lincRNA,0.12921329
ENSG00000269976.1,RP11-130L8.2,lincRNA,0.12882707
ENSG00000273373.1,RP5-1074L1.4,antisense,0.12878008
ENSG00000231806.2,PCAT7,antisense,0.12863041
ENSG00000268416.1,CTD-2626G11.2,lincRNA,0.12846616
ENSG00000260912.1,RP11-363E7.4,sense_overlapping,0.12835336
ENSG00000230724.9,LINC01001,lincRNA,0.12824014
ENSG00000250920.1,RP11-297P16.4,lincRNA,0.12769921
ENSG00000229776.1,C4B-AS1,antisense,0.12769835
ENSG00000177640.15,CASC2,antisense,0.12687011
ENSG00000242125.3,SNHG3,sense_intronic,0.12670375
ENSG00000236819.1,LINC01563,lincRNA,0.12603703
ENSG00000146521.9,LINC01558,lincRNA,0.12574558
ENSG00000231742.5,LINC01273,lincRNA,0.12529212
ENSG00000267469.1,AC005944.2,antisense,0.1243456
ENSG00000272556.1,RP11-638I8.1,lincRNA,0.12421333
ENSG00000267480.1,RP11-703I16.1,antisense,0.12414334
ENSG00000272899.2,RP11-309L24.4,lincRNA,0.12389936
ENSG00000259439.2,RP11-89K21.1,lincRNA,0.12383323
ENSG00000263893.2,CTD-3010D24.3,lincRNA,0.123415224
ENSG00000177822.7,AC108142.1,antisense,0.122626506
ENSG00000249007.1,RP11-510N19.5,sense_intronic,0.122582614
ENSG00000254815.5,RP11-496I9.1,antisense,0.12225813
ENSG00000233901.5,LINC01503,lincRNA,0.12224512
ENSG00000259354.5,RP11-519G16.3,antisense,0.12217197
ENSG00000255811.1,RP1-34M23.5,antisense,0.1221288
ENSG00000273179.1,RP11-20I20.4,antisense,0.1219362
ENSG00000236663.1,AP001631.9,antisense,0.12187755
ENSG00000258053.1,CTD-2021H9.3,lincRNA,0.12146737
ENSG00000258584.1,FAM181A-AS1,antisense,0.12146275
ENSG00000260401.1,RP11-800A3.4,sense_overlapping,0.12124089
ENSG00000250451.5,HOXC-AS1,antisense,0.12041616
