mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__batch_size,param_clf__dropout,param_clf__hidden_dims,param_clf__lr,param_clf__max_epochs,param_clf__weight_decay,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
4.923272371292114,2.52904947519775,0.07972426414489746,0.009829948543828414,256,0.2,"(512, 256)",0.001,200,0.0001,0.9540861028430135,0.9295625684700454,0.9322771308614588,0.9456890112447519,0.945644570736223,0.9414518768310985,0.009172647099427868,2
3.554538917541504,1.245340122460629,0.0755049705505371,0.007063289907985161,256,0.2,"(512, 256)",0.001,200,0.001,0.9540861028430135,0.9295625684700454,0.9322771308614588,0.9456890112447519,0.9457353517275472,0.9414700330293634,0.009181014114159431,1
4.480462598800659,0.7576287863349648,0.07540030479431152,0.006105119230788141,256,0.5,"(512, 256)",0.001,200,0.0001,0.9574953008658373,0.9271546761220708,0.9258140601104243,0.9478221151252982,0.9474306644712976,0.9411433633389856,0.012507538921462232,3
3.779696226119995,0.7350062266850262,0.07580957412719727,0.005865779543531167,256,0.5,"(512, 256)",0.001,200,0.001,0.9574953008658373,0.9271546761220708,0.9258140601104243,0.9478221151252982,0.9463832823747169,0.9409338869196695,0.012408866535512925,4
